"head","tail"
"석가문001","불성005"
"석가문001","부도008"
"석가문001","정진002"
"석가문001","샤키아무니001"
"석가문001","불타001"
"석교003","상교006"
"석교003","현문003"
"석교003","내교002"
"석교003","현종001"
"석교003","적멸지도001"
"석씨001","본사008"
"석씨001","붓다009"
"석씨001","부도008"
"석씨001","정진002"
"석씨001","세존001"
"석씨001","세웅001"
"석씨001","불016"
"석전008","황권적축001"
"선좌001","부좌002"
"설옹산001","히말라야산맥001"
"성교009","내교002"
"성교009","적멸지도001"
"성교009","현종001"
"성교009","불법002"
"소경009","아미타경001"
"수부티001","수보리001"
"스투파001","파고다001"
"승수좌001","승녀001"
"승녀001","신중001"
"승려001","해중003"
"승려001","치의005"
"승려001","출세자002"
"신중001","이승004"
"신중001","여승001"
"아라한001","진인003"
"아뢰야식001","현식001"
"아미타여래001","초일월광불001"
"안양교주001","환희광불001"
"암중001","이승004"
"암중001","여승001"
"연등006","팔일장001"
"연등절001","초파일001"
"열반001","과과001"
"열반001","대적멸001"
"열반001","열반주001"
"열반001","열반식001"
"염계002","사바세계001"
"염계002","사바001"
"염부단금001","자마황금002"
"염왕광불001","일불003"
"염왕광불001","미타불001"
"예국003","이승001"
"예국003","차세001"
"예토001","금세004"
"예토001","차세001"
"오향004","오분법신001"
"옥리001","육006"
"욕계001","잡주계001"
"우거001","보살승001"
"유루신001","육신005"
"유상종001","법상종001"
"유상종001","자은종001"
"유식종001","유상종001"
"유형006","불사리001"
"유형006","불골001"
"육망001","육경005"
"육적002","육경005"
"육진001","육경005"
"은애옥001","사바세계001"
"은애옥001","사파002"
"은애옥001","감인세계001"
"인계005","감인세계001"
"인토001","사바001"
"인토001","사바세계001"
"인토001","사파002"
"인토001","감인세계001"
"일실승001","방등001"
"일실승001","대승003"
"자마금002","염부단금001"
"잡화경001","대방광불화엄경001"
"적정처001","절001"
"적정처001","선궁003"
"적정처001","정궁002"
"적정처001","각원007"
"적정처001","정찰007"
"정토문001","연종002"
"중001","원로지도001"
"중001","몽구리002"
"중생005","범수003"
"중생005","함식001"
"지관002","천태001"
"지관종001","지관002"
"지식005","동붕001"
"지식005","붕지001"
"지식005","붕우001"
"지식005","벗003"
"지혜광불001","미타불001"
"지혜광불001","일불003"
"지혜광불001","미타002"
"지혜광불001","타불001"
"직지심경001","직지심체요절001"
"진언삼부경001","대일삼부경001"
"천인사001","부처001"
"천태종001","지관002"
"청정광불001","일불003"
"청정광불001","미타불001"
"청정광불001","아미타001"
"초파일001","등절001"
"초파일001","방등일001"
"초파일001","간등절001"
"초파일001","관등절001"
"초일월광불001","아미타001"
"초일월광불001","타불001"
"초일월광불001","미타002"
"칠차죄001","칠역죄001"
"타불001","염왕광불001"
"타토003","정토002"
"탑003","파고다001"
"탑파002","파고다001"
"파상종002","공종002"
"파상종002","무상종001"
"팔만대장경002","대장경002"
"편조금강001","대일여래001"
"포마001","비구003"
"향대002","범전001"
"향대002","불전005"
"현도001","해탈도001"
"현도001","법도004"
"환희광불001","미타002"
"환희광불001","아미타001"
"환희광불001","일불003"
"가부좌하다001","결가부좌하다001"
"가부좌하다001","전가좌하다001"
"가부좌하다001","전가하다001"
"가좌하다001","결가하다002"
"가좌하다001","전가하다001"
"개계하다001","표백하다002"
"개백하다001","표백하다002"
"개안하다003","개광하다001"
"개정하다006","출정하다002"
"거량하다001","청혼하다002"
"결가하다002","전가좌하다001"
"결가부좌하다001","전가좌하다001"
"결가부좌하다001","전가하다001"
"결수하다002","결인하다001"
"경찬하다001","경참하다001"
"경행하다004","행도하다003"
"계백하다001","개계하다001"
"계백하다001","개백하다001"
"계백하다001","표백하다002"
"관경하다001","간경하다002"
"괘석하다001","괘탑하다001"
"권진하다002","권선하다003"
"귀속하다001","환퇴하다003"
"귀속하다001","환속하다001"
"난석하다001","난료하다001"
"누계하다002","파계하다001"
"답향하다001","환향하다002"
"도생하다001","도세하다002"
"도제하다001","제도하다004"
"돈오하다002","돈각하다002"
"동냥하다002","동량하다001"
"둔세하다002","돈세하다001"
"득도하다003","득오하다002"
"득오하다001","득도하다002"
"만참하다002","모참하다001"
"문선하다004","참선하다001"
"반가하다001","반가부좌하다001"
"반가좌하다001","반가하다001"
"백중불공하다001","백중맞이하다002"
"보살좌하다001","반가하다001"
"보살좌하다001","반가좌하다001"
"불향하다001","불공하다004"
"생화장하다001","생소산하다001"
"서행하다002","서승하다001"
"성불하다001","득불하다001"
"수선정하다001","수선하다007"
"순교하다001","순화하다001"
"순석하다001","순화하다001"
"시주하다001","시조하다001"
"시출하다001","시조하다001"
"악식하다002","악물식하다001"
"안거하다002","우안거하다001"
"안거하다002","하행하다003"
"애염하다002","애착하다002"
"애염하다002","애집하다001"
"애집하다001","애착하다002"
"열반하다002","입멸하다001"
"염고하다001","염제하다001"
"염칙하다001","염고하다001"
"염칙하다001","염제하다001"
"요잡하다001","위요하다002"
"욕불하다001","관불하다001"
"욕불하다002","관불하다002"
"우안거하다001","하행하다003"
"유행하다004","행각하다002"
"윤전하다002","윤회하다002"
"일심염불하다001","일심전념하다001"
"입멸하다001","입연하다001"
"입사하다002","입산하다002"
"입열반하다001","열반하다002"
"입열반하다001","입연하다001"
"입적하다001","입멸하다001"
"입적하다001","입연하다001"
"입정하다004","열반하다002"
"재가하다003","재속하다001"
"전가부좌하다001","전가좌하다001"
"전가좌하다001","전가하다001"
"전경하다006","전독하다003"
"전발하다003","전의하다004"
"전발하다003","전의발하다001"
"전탕하다001","점탕하다001"
"점불정하다001","점안하다003"
"제강하다002","제창하다002"
"조불하다001","조상하다005"
"조시참하다001","조참하다002"
"천령하다001","천도하다003"
"추공하다001","추선하다002"
"추공하다001","추수하다002"
"추수하다002","추선하다002"
"추천하다001","추공하다001"
"추천하다001","추선하다002"
"출세하다005","출가하다002"
"출속하다001","출가하다002"
"출향하다003","출대하다002"
"탁발하다001","행걸하다001"
"탁생하다003","탁태하다001"
"퇴사하다003","환퇴하다003"
"퇴사하다003","환속하다001"
"퇴속하다001","환속하다001"
"퇴속하다001","환퇴하다003"
"파사하다003","절복하다001"
"파사현정하다001","파현하다001"
"하안거하다001","좌하하다001"
"하좌하다001","하안거하다001"
"하화하다001","하거하다005"
"합수하다001","합장하다001"
"화신하다001","화불하다001"
"화정하다001","화화하다001"
"환퇴하다001","환생하다002"
"가라빈가001","비천003"
"가람001","승가람마001"
"가람신001","사신009"
"가로길이001","횡수005"
"가루라001","금시조001"
"가릉빈가001","카라빈카001"
"가릉빈가001","비천003"
"가명보살001","신상보살001"
"가반002","더도리001"
"가방009","화주승001"
"가방화주001","화연003"
"가방화주001","가방009"
"가부010","결가003"
"가부010","가부좌001"
"가부좌001","결가003"
"가비라천001","가비라001"
"가사010","자비의001"
"가사010","무구의001"
"가사010","전상의001"
"가사010","무진의001"
"가사010","인욕의001"
"가슴만001","만자003"
"가슴만001","만005"
"가음희락천001","음락천001"
"가좌002","가부010"
"가좌002","결가003"
"가지015","가지기도001"
"가지산002","가지산문001"
"가타001","게008"
"가행도002","가행위001"
"각왕001","각황001"
"각왕001","각제001"
"각원008","정찰008"
"각원008","정토002"
"각자007","깨달은이001"
"각제001","각황001"
"간경003","관경003"
"간성004","부전009"
"갈마005","윤갈마001"
"갈마금강001","윤갈마001"
"갈마저001","갈마금강001"
"갈마저001","윤갈마001"
"감로차001","감로다001"
"감사015","감원003"
"감인세계001","사계021"
"감인세계001","사바세계001"
"감인세계001","사바001"
"감인지001","초환희지001"
"감인지001","환희지001"
"감재사자001","감재보살001"
"감주004","감사012"
"강당002","강원002"
"강당사001","보원사001"
"강주009","경스승001"
"강탄회001","탄생회001"
"개016","주산003"
"개016","현개001"
"개016","입개001"
"개016","대산001"
"개백001","개계001"
"개보칙판대장경001","북송판대장경001"
"개산002","개산조001"
"개산002","개조005"
"개산시조001","개산조001"
"개산시조001","개조005"
"개산시조001","개산조사001"
"개산일001","개산날001"
"개산조사001","개산조001"
"개산조사001","개조005"
"개실001","입실003"
"개안005","개광001"
"개조005","개산조001"
"개종조001","개조004"
"객스님001","객님001"
"갱두001","채로001"
"거사007","우바새001"
"건달바001","건달바왕001"
"건달바003","건달바왕002"
"건당식001","전등식001"
"걸낭004","바랑002"
"걸사001","석씨003"
"걸사001","상문008"
"걸사001","납승001"
"걸사001","승019"
"검림지옥001","검수지옥001"
"검수002","검림지옥001"
"겁004","겁파001"
"겉채비001","겉잡이001"
"게구002","게문001"
"게송001","송문002"
"견성002","현성003"
"견성성불001","견성004"
"견제도001","견도001"
"견차001","견하001"
"결계003","결계지001"
"결인001","인016"
"결하동년001","사절003"
"겹성002","범음004"
"겹성002","짓소리001"
"경027","불전002"
"경쇠002","경자007"
"경제목001","경제008"
"경당002","경장008"
"경덕전등록001","전등006"
"경덕전등록001","전등록001"
"경력001","경힘001"
"경사012","경스승001"
"경의004","경유의001"
"경종010","불종004"
"경종010","범종002"
"경찬문001","경찬글001"
"경참001","경찬002"
"경행008","가구경행001"
"계바라밀001","지계009"
"계바라밀001","지계바라밀001"
"계사별001","계사과001"
"계각산001","존족산001"
"계각산001","계족산001"
"계금취견001","계도견001"
"계급001","계급승완001"
"계도001","계칼001"
"계박003","번뇌002"
"계박003","진구009"
"계박003","진로004"
"계백002","개백001"
"계백002","개계001"
"계원사001","계작사001"
"계율001","율003"
"계율종001","율종001"
"고성제001","고017"
"고달원001","고달사001"
"고리011","주고003"
"고사027","도총002"
"고승002","성승002"
"고음005","고온001"
"곡다001","곡차002"
"곡애안천001","험안천001"
"골탑001","사리당001"
"공계001","허공계002"
"공덕력001","공력004"
"공덕수001","알가001"
"공덕천녀001","공덕천001"
"공사013","공양주002"
"공안004","고측001"
"공안005","고측002"
"공양법001","의궤003"
"공유법001","구유법001"
"공작경001","불모대공작명왕경001"
"과거세001","전제011"
"과거장002","영부006"
"과거칠불001","칠불002"
"과거현재인과경001","인과경001"
"과거현재인과경001","과거인과경001"
"과두001","과지001"
"과보토001","과보002"
"과상001","과지001"
"과상001","과두001"
"과위001","과지001"
"과위001","과상001"
"과현인과경001","과거인과경001"
"과현인과경001","인과경001"
"관자재002","대비관음001"
"관자재002","관세음001"
"관자재002","대비008"
"관등002","등불놀이002"
"관등절001","간등절001"
"관보현보살행법경001","출진공덕경001"
"관보현보살행법경001","보현관경001"
"관불004","관불삼매001"
"관불회001","관불003"
"관상참회001","취상참회001"
"관세음001","대비관음001"
"관세음001","대비008"
"관세음경001","관음경001"
"관세음보살001","관세음001"
"관세음보살001","대비008"
"관음001","대비관음001"
"관음001","관자재보살001"
"관음001","관자재002"
"관음당001","관음전001"
"관음보살001","대비관음001"
"관음참법001","원통참법001"
"관음품001","관음경001"
"관음경언해001","불정심다라니경언해001"
"관자재보살001","대비008"
"광명변조001","광명편조001"
"광명불001","비로002"
"광명불001","비로자나불001"
"괘라001","괘의001"
"괘라001","괘락001"
"괘라001","낙자002"
"괘불001","괘불탱001"
"괘석001","괘탑001"
"교답마001","구담004"
"교적001","화적001"
"교종003","교004"
"교판001","교상판석001"
"교판001","판석001"
"구계005","대계001"
"구년면벽001","면벽구년001"
"구뇌001","구난001"
"구담005","구담사미001"
"구답마001","교답마001"
"구답마001","구담004"
"구륜002","공륜001"
"구름집001","운당001"
"구름판002","운판001"
"구리가라001","구리가라용왕001"
"구리가라001","구리가라부동명왕001"
"구리가라부동명왕001","구리가라용왕001"
"구사012","구사론001"
"구사종001","구사011"
"구산001","구산선문001"
"구산001","구산문001"
"구산문001","구산선문001"
"구생004","구생혹001"
"구생기001","구생004"
"구세009","구세관세음보살001"
"구세009","구세보살002"
"구세보살002","구세관세음보살001"
"구조가사001","구조001"
"구족계001","비구계001"
"구천007","구천지하001"
"구타천001","주구타천001"
"국사단001","국사002"
"국토세계001","기계004"
"국토세계001","기세계001"
"군다리001","군다리야차001"
"군다리001","군다리명왕001"
"군다리야차001","군다리명왕001"
"권대승001","권대승교001"
"권대승001","권교대승001"
"권대승교001","권교대승001"
"권교001","편교001"
"권선005","권진002"
"권선가001","회심곡003"
"권선지001","권선대001"
"권실001","진가004"
"권지003","권선지001"
"권현001","권자004"
"권현001","권화004"
"궤범사001","도려002"
"귀면상001","낯휘001"
"귀모001","귀자모001"
"귀문002","귀관002"
"귀부002","귀적002"
"귀앙001","귀의갈앙001"
"귀의003","의귀002"
"귀자모001","귀자모신001"
"귀졸002","염마졸001"
"귀졸002","염라졸001"
"귀졸002","야차003"
"규범사001","도려002"
"규범사001","궤범사001"
"극락002","열반성001"
"극락002","안양계001"
"극락002","안락정토001"
"극락002","금색세계001"
"극락계001","정역011"
"극락계001","안락국001"
"극락계001","미타찰001"
"극락계001","무량청정토001"
"극락계001","금색세계001"
"극락세계001","안락정토001"
"극락세계001","보계004"
"극락세계001","미타찰001"
"극락세계001","정역011"
"극락세계001","열반성001"
"극락안양정토001","열반성001"
"극락안양정토001","정역011"
"극락안양정토001","안양세계001"
"극락안양정토001","안락정토001"
"극락정토001","안양003"
"극락정토001","미타찰001"
"극락정토001","열반성001"
"극락정토001","안락정토001"
"극락정토001","정역011"
"극열지옥001","대초열지옥001"
"근기007","기근007"
"근본지001","실지009"
"근사남001","신사006"
"근사남001","청신남001"
"근사남001","신남001"
"근사남002","우바새002"
"근사녀001","우바이001"
"근사녀001","청신녀001"
"근책남001","사미승001"
"근책남001","사미003"
"근책녀001","사미니002"
"금강경001","금강반야경001"
"금강수001","금강신002"
"금강수001","집금강신001"
"금강수002","서수010"
"금강승001","비밀교002"
"금강신002","집금강신001"
"금강역사001","집금강001"
"금강역사001","금강신002"
"금강역사001","집금강신001"
"금강유정001","금강심002"
"금강저001","벌절라001"
"금강경육조언해001","금강경언해001"
"금강반야바라밀경001","금강반야경001"
"금강반야바라밀다경001","금강경001"
"금강반야바라밀경언해001","금강경언해001"
"금강야차명왕001","금강야차001"
"금고004","금구001"
"금광명최승왕경001","금광명경001"
"금구006","금구설001"
"금단방001","금란방001"
"금동불001","금동불상001"
"금란의001","금란가사001"
"금불001","금부처001"
"금불001","황금불001"
"금색세계001","열반성001"
"금신002","금몸001"
"금신002","금색신001"
"금자장경001","금자경001"
"금전천001","밀전천001"
"금태001","금태양부001"
"기세간001","기038"
"기세계001","기038"
"기계004","기세계001"
"기계004","기038"
"기단003","추단001"
"기연004","연기015"
"기원003","기타림001"
"기원정사001","기타림001"
"기원정사001","기원003"
"기침종001","기침쇠001"
"길상천001","공덕천001"
"길상천001","길상천녀001"
"길상천녀001","공덕천001"
"길상해운001","길상해운상001"
"깃대기둥001","찰간지주001"
"나가수001","용화005"
"나가수001","용화수002"
"나라연001","나라연나001"
"나라연001","나라연천001"
"나라연금강001","나라연천001"
"나라연금강001","나라연나001"
"나라연천001","나라연나001"
"나락004","지옥002"
"나락004","음사006"
"나락가001","음사006"
"나모001","나계003"
"나무삼보001","나무삼001"
"나발004","나계003"
"나발004","나모001"
"나복001","목련003"
"나차녀001","나찰녀001"
"나차녀001","나찰사001"
"나찰귀국001","나찰나라001"
"나찰귀국001","나찰국001"
"나찰녀001","나찰사001"
"나한001","아라한002"
"나한001","무생004"
"나한전001","응진전001"
"낙방003","정역011"
"낙방003","열반성001"
"낙자002","괘의001"
"낙자002","괘락001"
"난료001","난석001"
"남섬부주001","염부002"
"남섬부주001","첨부002"
"남염부제001","첨부002"
"남염부제001","염부002"
"남염부제001","남염부주001"
"남염부주001","섬부001"
"남염부주001","첨부002"
"남방무구세계001","무구세계001"
"남산종001","율종001"
"남산종001","계율종001"
"납승001","석씨003"
"납승001","승019"
"납자001","석씨003"
"납자001","승019"
"납자001","범납001"
"낭족산001","계족산001"
"낭족산001","존족산001"
"내도량001","내원당001"
"내도장001","내원당001"
"내광001","심광001"
"내교002","내도002"
"내박권001","내박권인001"
"내박권001","내박인001"
"내박인001","내박권인001"
"내사001","내기005"
"내사006","내도량001"
"내사006","내원당001"
"내진003","본당002"
"노노스님001","대사조001"
"노법사001","법옹사001"
"노자나불001","광명불001"
"노자나불001","비로002"
"노자나불001","비로자나불001"
"노자나불001","자나001"
"노장005","노장중002"
"노전007","향각001"
"녹야원001","시록림001"
"녹원002","선인처001"
"녹원시001","아함시001"
"논사002","논가001"
"뇌각002","해상001"
"뇌야001","아라야001"
"뇌야001","종자식001"
"누계002","파계002"
"능인적묵001","석가004"
"능인적묵001","박가범001"
"능인적묵001","모니001"
"니르바나001","열반001"
"다라보살001","다라001"
"다라엽002","패다라001"
"다라엽002","패엽001"
"다라니002","타라니001"
"다라니003","다라니경001"
"다라니경001","다라니주001"
"다보001","다보여래001"
"다비법001","사비다법001"
"단바라밀001","단나002"
"단바라밀001","보시바라밀001"
"단선근001","일천제001"
"단나001","단월002"
"단나001","화주005"
"단나002","보시바라밀001"
"단시007","정시015"
"단시007","보시바라밀001"
"단시007","포시003"
"단주004","단념002"
"달마종001","선가014"
"달마종001","선불교001"
"달마종001","선문007"
"당016","당래003"
"당016","후세002"
"당016","미래세001"
"당간002","짐대001"
"당래세001","미래세001"
"당래세001","후세002"
"당래세001","당래003"
"대가섭001","카시아파002"
"대가섭001","마하카시아파001"
"대갑석001","대부석001"
"대규환002","대규환지옥001"
"대단나001","큰단나001"
"대반야001","대반야바라밀다경001"
"대백의001","대백의법001"
"대백의002","백의관음001"
"대변재천001","미음천001"
"대본산001","대본사001"
"대사문001","석가모니여래001"
"대세지001","대세지보살001"
"대세지001","득대세001"
"대세지001","세지005"
"대위덕002","육족존001"
"대자재002","자재천001"
"대자재002","대자재천001"
"대적정002","니르바나001"
"대례왕공001","각배006"
"대론003","대지도론001"
"대론003","석론002"
"대반야경회001","반야회001"
"대반야바라밀다심경001","심경001"
"대반야바라밀다심경001","마하반야바라밀다심경001"
"대방광002","대방등001"
"대방광원각수다라요의경001","원각경001"
"대방등대집경001","대집경001"
"대범004","대범천001"
"대범왕001","대범천왕001"
"대비각001","관음당001"
"대비각001","관음전001"
"대비보살001","대비관음001"
"대비보살001","관자재보살001"
"대비보살001","관음보살001"
"대비바사론001","아비달마대비바사론001"
"대사003","큰절004"
"대산001","주산003"
"대산001","입개001"
"대산001","현개001"
"대승004","연문002"
"대승계001","보살계002"
"대승기신론001","기신론001"
"대승기신론002","기신론002"
"대승보살계001","보살계002"
"대승보살계001","대승계001"
"대야003","체야002"
"대오대철001","대오철저001"
"대위덕명왕001","육족존001"
"대일001","대일여래001"
"대일001","자나교주001"
"대일삼부001","대일삼부경001"
"대자대비001","대자비001"
"대자재천001","자재천001"
"대장엄경론001","대승장엄경론001"
"대찰002","거찰001"
"대처004","화택승001"
"대처승001","대처004"
"대처육식001","대처식육001"
"대홍련지옥001","마하발특마001"
"덕본001","선근002"
"도대사001","판교종사001"
"도유나001","유나002"
"도피안001","바라밀다001"
"도관004","도수011"
"도량007","법굴001"
"도리013","도려002"
"도리013","궤범사001"
"도리013","사리018"
"도리천001","도리006"
"도발비사문001","도발비사문천001"
"도법005","경률001"
"도법005","불법003"
"도비004","사유014"
"도생001","도중생001"
"도서004","선원제전집도서001"
"도선사001","도선암001"
"도세002","도중생001"
"도세002","도생001"
"도솔001","도솔천001"
"도수011","도감사001"
"도수016","보제수001"
"도업002","불도수행001"
"도자008","동행009"
"도제002","제도013"
"도총002","도수011"
"도탈001","해탈001"
"독경대001","성경대001"
"독노001","독인001"
"독성각001","천태각001"
"돈세001","둔속001"
"돈세001","둔세002"
"돈오002","돈각002"
"돈증불과001","돈증보리001"
"돌미륵001","미륵001"
"돌부처001","석불001"
"동냥002","동량002"
"동리산파001","동리산문001"
"동방정유리의왕001","약사여래불001"
"동방정유리의왕001","약사유리광여래001"
"동승002","동자중001"
"동안거001","동하001"
"동자승001","동자중001"
"동정013","동사009"
"동행005","동행자002"
"두보살001","이보살001"
"두수008","두타001"
"둔속001","둔세002"
"뒷세상001","당래003"
"득대세001","대세지보살001"
"득도002","득오002"
"득불001","성불001"
"득희001","득희락001"
"등각005","정각007"
"등각005","등정각001"
"등단003","입단003"
"등두002","유두005"
"등류001","등류과001"
"등류법신001","등류불신001"
"등류법신001","등류신001"
"등활001","등활지옥001"
"등활지옥001","등활도001"
"딴방001","단료001"
"라마교001","티베트불교001"
"라자그리하001","왕사성001"
"마015","악마002"
"마015","마라002"
"마납001","전의001"
"마납001","인욕개001"
"마납001","전상의001"
"마니장천001","주마니장천001"
"마두관음001","마두관세음001"
"마라002","악마002"
"마야001","마가마야001"
"마우드갈리아야나001","목련003"
"마우드갈리아야나001","나복001"
"마음장001","음장005"
"마짓밥001","마지003"
"마하마야001","마야부인001"
"마하마야001","마가마야001"
"마하연002","방등001"
"마하지관001","천태지관001"
"마하지관001","지관004"
"마하카시아파001","카시아파002"
"마혜수라001","자재천001"
"만등002","만등공양001"
"만등002","만등회001"
"만등회001","만승회001"
"만법002","제유004"
"만승회001","만등공양001"
"만영처천001","만영천001"
"만자003","만005"
"만참002","모참001"
"만형천001","만영처천001"
"만형천001","만영천001"
"말나001","사량식001"
"면벽001","벽관001"
"면수005","면수구결001"
"멸도001","열반001"
"멸도001","니르바나001"
"멸도002","입멸001"
"멸도002","입정006"
"멸후002","불멸후001"
"명010","진언002"
"명간001","명토003"
"명견005","명람001"
"명경004","업경001"
"명경005","명도009"
"명계003","명경005"
"명계003","명도009"
"명로001","명경005"
"명로001","명토003"
"명부005","명경005"
"명부005","명도009"
"명월천자001","월천001"
"명월천자001","월신천001"
"명월천자001","월궁천자001"
"명자보살001","가명보살001"
"명토003","명도009"
"모니불001","석가모니불001"
"모도002","범부002"
"모도003","모두004"
"목불상001","나무부처001"
"목건련001","목련003"
"목건련001","나복001"
"목불002","나무부처001"
"목불002","목불상001"
"목어002","목탁001"
"목어003","어고001"
"목어003","어판002"
"목차001","계003"
"묘광산001","소미로001"
"묘광산001","수미산001"
"묘길상001","길상금강001"
"묘법연화경언해001","법화경언해001"
"묘시조001","금시조001"
"묘운여래001","묘운상불001"
"묘음조001","비천003"
"묘음천001","변재천001"
"무011","공무008"
"무간나락001","무간옥001"
"무간나락001","무간아비001"
"무간옥001","무간아비001"
"무간지옥001","아비010"
"무간지옥001","아비초열지옥001"
"무견정상001","무견정001"
"무견정상001","육계005"
"무구의001","인욕의001"
"무구의001","자비의001"
"무구의001","전상의001"
"무량겁001","아승기겁001"
"무량청정토001","열반성001"
"무량청정토001","미타찰001"
"무량청정토001","안락정토001"
"무량청정토001","안양세계001"
"무량청정토001","안양계001"
"무량청정토001","안양003"
"무량청정토001","보계004"
"무루로001","무루지001"
"무루지002","무루혜001"
"무몰식001","장식008"
"무몰식001","아라야001"
"무변광002","득대세001"
"무변광002","대세지보살001"
"무변광002","세지005"
"무봉탑001","난탑001"
"무상006","무상개공001"
"무상011","비상004"
"무상당001","연수당001"
"무상도001","무상각001"
"무상도001","무상지도001"
"무상정각001","무상보리001"
"무상천류001","무상유전001"
"무상정등정각001","아누다라삼먁삼보리001"
"무상정등정각001","아누보리001"
"무상지도001","무상각001"
"무시광겁001","무시003"
"무시무종002","무거무래001"
"무연자비001","무연대비001"
"무열지001","무열뇌지001"
"무열뇌지001","아누달지001"
"무외002","무소외002"
"무우수001","무우화수001"
"무착001","무집001"
"무착002","무집002"
"무학과001","무학003"
"문두루종001","신인종001"
"문수001","묘길상001"
"문수보살001","길상금강001"
"문수보살001","묘길상001"
"문수사리001","길상금강001"
"문수사리001","묘길상001"
"문수팔자법001","문수비법001"
"문하004","승하002"
"미래003","후세002"
"미래불001","미륵불001"
"미래불001","자씨존001"
"미래불001","자자010"
"미래불001","미륵자존001"
"미래불001","미륵좌주001"
"미래불001","미륵002"
"미래세001","후세002"
"미래세001","후제002"
"미래세001","미래003"
"미래영겁001","미래영영001"
"미륵002","미륵불001"
"미륵002","자자010"
"미륵보살001","미륵불001"
"미륵보살001","자자010"
"미륵불001","자자010"
"미륵전001","용화전001"
"미음조001","비천003"
"미음조001","빈가002"
"미음조001","옥조003"
"미음천001","대변재공덕천001"
"미음천001","변재천001"
"미타002","미타불001"
"미타002","아미타여래001"
"미타불001","아미타001"
"미타찰001","안락정토001"
"미타찰001","열반성001"
"미타참001","미타참법001"
"밀관001","비밀관정001"
"밀교002","비밀교002"
"밀교002","금강승001"
"밀엄국001","밀엄정토001"
"밀엄국토001","밀엄정토001"
"밀엄불국토001","밀엄정토001"
"밀적금강001","밀적역사001"
"밀종001","진언종001"
"바깥채비001","겉잡이001"
"바라문천001","범전001"
"바라문천001","범천왕002"
"바라문천001","범008"
"바라밀001","바라밀다001"
"바리때001","발우002"
"바리때001","바리006"
"바리때001","응량기001"
"바리때001","응기002"
"바리때집001","의발각001"
"박가범001","석가004"
"박가범001","모니001"
"반가부좌001","반가좌001"
"반가좌001","반가001"
"반야003","여실지001"
"반야회001","대반야회001"
"반야바라밀다심경001","마하반야바라밀다심경001"
"반야바라밀다심경001","반야심경001"
"반주삼매경001","반주경001"
"발보리심001","발심002"
"발기보리심001","발심002"
"발다라001","바리006"
"발다라001","발우002"
"발담마001","발특마001"
"발두마001","파두마001"
"발두마001","홍련지옥001"
"발두마001","발특마001"
"발사지천001","발사타천001"
"발우대001","응량기001"
"발우대001","발우002"
"발우대001","바리006"
"발절라001","벌절라001"
"발절라002","발절라대장001"
"방022","목탁001"
"방등001","대승003"
"방등003","방등경001"
"방등일001","연등절001"
"방등일001","등절001"
"방락001","법락002"
"방장003","주장중001"
"방장003","주직002"
"방장003","상방003"
"방장화상001","주지011"
"방장화상001","정당003"
"방장화상001","상방003"
"방장화상001","주직002"
"방장화상001","주장승001"
"방중002","사중007"
"배광001","후광001"
"백고좌001","백좌도량001"
"백억신001","백억화신001"
"백일재001","백재002"
"백일재001","백일제001"
"백재002","백재일001"
"백좌법회001","백좌도량001"
"백좌법회001","백좌회001"
"백좌회001","백좌도량001"
"백중002","백중일001"
"백중날001","백중일001"
"백중날001","백중002"
"백중맞이002","백중불공001"
"번뇌002","진로004"
"범각001","범궁002"
"범각001","범왕궁001"
"범납001","석씨003"
"범납001","화합승001"
"범망경001","범망001"
"범서004","불전002"
"범왕001","범천왕002"
"범왕궁001","범궁002"
"범음003","법도004"
"범음003","일도008"
"범전001","불전005"
"범종002","불종004"
"범천001","범008"
"범천001","범왕001"
"범천001","범천왕002"
"범체001","범경003"
"범패001","여래패001"
"범패승001","겉채비001"
"범패승001","겉잡이001"
"법계신001","이불005"
"법계신001","금강신001"
"법공001","공016"
"법공001","불공005"
"법랍001","법세001"
"법말001","말법002"
"법명001","승호004"
"법명002","계명002"
"법사005","법주005"
"법사007","법상자001"
"법상001","설법상001"
"법상종001","법상004"
"법성종001","해동종001"
"법성종001","분황종001"
"법숙001","사숙007"
"법신001","법성신001"
"법안화상위001","법안003"
"법어002","불어002"
"법어언해001","사법어001"
"법연003","법석002"
"법연003","법좌001"
"법의001","법복002"
"법이001","법연001"
"법장008","강장법사001"
"법장008","법장보살001"
"법장보살001","강장법사001"
"법장비구001","강장법사001"
"법장비구001","법장보살001"
"법전004","법당001"
"법제001","법제자001"
"법화삼부001","법화삼부경001"
"법화참법001","참법002"
"법화팔강001","팔강회001"
"법화팔강001","법화팔강회001"
"법화팔강회001","팔강002"
"법화팔강회001","팔강회001"
"법희001","법열002"
"벽암록001","벽암집001"
"벽지불001","인연각001"
"벽지불001","지불001"
"변상006","변상도001"
"변역신001","변화신002"
"변재천001","대변재공덕천001"
"변조여래001","차나교주001"
"변조여래001","자나교주001"
"변조자나001","비로자나불001"
"변조자나001","비로002"
"변조자나불001","자나001"
"변조자나불001","비로자나불001"
"변조자나불001","비로002"
"변천001","대변재공덕천001"
"별당002","퇴설당001"
"별해탈계001","별해탈001"
"보개004","보산001"
"보계004","열반성001"
"보계004","정역011"
"보계004","안양계001"
"보동문신001","보문신001"
"보동문신002","보문신002"
"보리002","삼보리001"
"보리003","보제003"
"보리003","삼보리002"
